epoch,dice loss,BCE loss,L1 loss
0.0,0.8075853586196899,0.7318757176399231,0.30897289514541626
0.33333333333333337,0.3680720925331116,0.17896190285682678,0.16390405595302582
0.6666666666666667,0.33247828483581543,0.144493967294693,0.1203155666589737
1.0,0.24102741479873657,0.10600640624761581,0.11450782418251038
1.3333333333333335,0.21812033653259277,0.1330702155828476,0.10065925121307373
1.666666666666667,0.15041179955005646,0.07195644825696945,0.09083927422761917
2.0,0.13645195960998535,0.07532104849815369,0.09399925172328949
2.3333333333333335,0.11921846866607666,0.06043845787644386,0.07765863835811615
2.666666666666667,0.11452275514602661,0.06555242091417313,0.08307340741157532
3.0000000000000004,0.10277588665485382,0.06611260771751404,0.08420106023550034
3.333333333333334,0.09709542989730835,0.056157611310482025,0.07539407908916473
3.666666666666667,0.10320687294006348,0.0724833756685257,0.08068811893463135
4.0,0.08859759569168091,0.06124188005924225,0.06356729567050934
4.333333333333334,0.08348992466926575,0.054512761533260345,0.06526246666908264
4.666666666666667,0.08011293411254883,0.051565442234277725,0.06528085470199585
5.000000000000001,0.07564637064933777,0.051623374223709106,0.06535207480192184
5.333333333333334,0.07559274137020111,0.04506751894950867,0.05928913876414299
5.666666666666667,0.08206488192081451,0.05118726193904877,0.05694287270307541
6.000000000000001,0.0905536413192749,0.060274116694927216,0.0657673254609108
6.333333333333334,0.09220871329307556,0.07021624594926834,0.06234978139400482
6.666666666666668,0.07311718165874481,0.05605313926935196,0.05552000179886818
7.000000000000001,0.05412191152572632,0.038701511919498444,0.06088482216000557
7.333333333333334,0.0762345939874649,0.04845316708087921,0.046573325991630554
7.666666666666668,0.06931819021701813,0.050059400498867035,0.052850525826215744
8.0,0.09549063444137573,0.06651309877634048,0.058491338044404984
8.333333333333334,0.06823553144931793,0.04769938066601753,0.04757687449455261
8.666666666666668,0.05276457965373993,0.03808975964784622,0.04471138119697571
9.000000000000002,0.0525926798582077,0.04193536937236786,0.04474415257573128
9.333333333333334,0.07199232280254364,0.04938473552465439,0.05791695788502693
9.666666666666668,0.05698604881763458,0.04175757244229317,0.04341999068856239
10.000000000000002,0.04435151815414429,0.04367115721106529,0.04229864105582237
10.333333333333334,0.07311880588531494,0.05746380612254143,0.044044893234968185
10.666666666666668,0.051140934228897095,0.041082192212343216,0.03881772235035896
11.000000000000002,0.05367082357406616,0.04875410720705986,0.04000186175107956
11.333333333333334,0.047369182109832764,0.04638778790831566,0.04023175314068794
11.666666666666668,0.03878366947174072,0.02999943681061268,0.03954730182886124
12.000000000000002,0.053472235798835754,0.04469508305191994,0.04518827795982361
12.333333333333334,0.05014964938163757,0.04333321005105972,0.04170610383152962
12.666666666666668,0.0678093433380127,0.05753684043884277,0.04629307612776756
13.000000000000002,0.05193467438220978,0.03874169662594795,0.040806934237480164
13.333333333333336,0.04333759844303131,0.03418177366256714,0.03732107952237129
13.666666666666668,0.04365892708301544,0.03153050318360329,0.03388048708438873
14.000000000000002,0.059962198138237,0.04103229194879532,0.04031023010611534
14.333333333333336,0.05080583691596985,0.03700874373316765,0.036077044904232025
14.666666666666668,0.04910913109779358,0.041530791670084,0.03312130272388458
15.000000000000002,0.046009376645088196,0.030010802671313286,0.033995289355516434
15.333333333333336,0.05589886009693146,0.045772187411785126,0.03309168666601181
15.666666666666668,0.04862387478351593,0.035696931183338165,0.03967071324586868
16.0,0.04432481527328491,0.03226836770772934,0.03121153451502323
16.333333333333336,0.054970934987068176,0.07501723617315292,0.030535297468304634
16.666666666666668,0.0456603467464447,0.03258265554904938,0.0343523770570755
17.000000000000004,0.04726380109786987,0.038592465221881866,0.032370731234550476
17.333333333333336,0.04815256595611572,0.03425683453679085,0.03491119295358658
17.666666666666668,0.054173603653907776,0.04273132234811783,0.03103966824710369
18.000000000000004,0.04082033038139343,0.031387295573949814,0.029402000829577446
18.333333333333336,0.04940392076969147,0.037173837423324585,0.036092359572649
18.666666666666668,0.05044843256473541,0.038810472935438156,0.043906986713409424
19.000000000000004,0.039881184697151184,0.03965192288160324,0.032320957630872726
19.333333333333336,0.05141967535018921,0.04778517037630081,0.030533012002706528
19.666666666666668,0.04000784456729889,0.034131817519664764,0.029785333201289177
20.000000000000004,0.04795493185520172,0.034222327172756195,0.0
20.333333333333336,0.0441390722990036,0.03180650994181633,0.0
20.666666666666668,0.03217041492462158,0.030920201912522316,0.0
21.000000000000004,0.0430348664522171,0.03220595419406891,0.0
21.333333333333336,0.047908782958984375,0.03421670198440552,0.0
21.666666666666668,0.04136157035827637,0.02773820422589779,0.0
22.000000000000004,0.04469399154186249,0.033517688512802124,0.0
22.333333333333336,0.04606598615646362,0.038607072085142136,0.0
22.666666666666668,0.040923312306404114,0.036372244358062744,0.0
23.000000000000004,0.03361012041568756,0.029732495546340942,0.0
23.333333333333336,0.037225961685180664,0.023860326036810875,0.0
23.666666666666668,0.03863939642906189,0.030511777848005295,0.0
24.000000000000004,0.0424264520406723,0.03511896729469299,0.0
24.333333333333336,0.044335171580314636,0.029094448313117027,0.0
24.666666666666668,0.04009313881397247,0.028027616441249847,0.0
25.000000000000004,0.04166054725646973,0.029953187331557274,0.0
25.333333333333336,0.045670390129089355,0.03815047815442085,0.0
25.666666666666668,0.035419315099716187,0.025965465232729912,0.0
26.000000000000004,0.03672027587890625,0.024120068177580833,0.0
26.333333333333336,0.04017065465450287,0.028116418048739433,0.0
26.66666666666667,0.041651055216789246,0.026992211118340492,0.0
27.000000000000004,0.03677847981452942,0.02923671528697014,0.0
27.333333333333336,0.03579488396644592,0.028222104534506798,0.0
27.66666666666667,0.03510507941246033,0.027146147564053535,0.0
28.000000000000004,0.03617274761199951,0.02735229581594467,0.0
28.333333333333336,0.031834542751312256,0.02767151966691017,0.0
28.66666666666667,0.034403860569000244,0.029379025101661682,0.0
29.000000000000004,0.04140627384185791,0.030204156413674355,0.0
29.333333333333336,0.029107198119163513,0.023614244535565376,0.0
29.666666666666668,0.03552718460559845,0.023363148793578148,0.0
